GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),DRIVERTYPE (CODE),DRIVERTYPE (DISPLAY),DRIVERTYPE (URL),MOTOCYCLEOCCUPANTTYPE (CODE),MOTOCYCLEOCCUPANTTYPE (DISPLAY),MOTOCYCLEOCCUPANTTYPE (URL),ROADUSERTYPE (CODE),ROADUSERTYPE (DISPLAY),ROADUSERTYPE (URL),SEATTYPE (CODE),SEATTYPE (DISPLAY),SEATTYPE (URL),VEHICLESTANDARD (CODE),VEHICLESTANDARD (DISPLAY),VEHICLESTANDARD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.9 [2.2-3.6],2.86376,2.22922,3.64657,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,5.6 [4.4-7.2],5.61857,4.40651,7.21886,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.7 [5.6-8.0],6.74467,5.62821,8.01797,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.2-7.4],6.18520,5.22436,7.37061,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,5.7 [4.7-7.0],5.70171,4.65078,7.00909,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.3-7.3],6.22059,5.27346,7.34539,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,1.9 [1.4-2.5],1.90599,1.41083,2.52604,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.2-7.4],6.20720,5.24211,7.40240,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.3 [3.6-5.1],4.25859,3.56433,5.12403,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.2-7.4],6.16777,5.19106,7.42828,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.5 [5.4-7.7],6.51928,5.42112,7.73429,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.1 [1.7-2.5],2.07040,1.67249,2.54538,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,3.8 [2.9-4.9],3.78848,2.87383,4.93206,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.7 [3.9-5.6],4.67768,3.87007,5.59772,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.5 [3.7-5.3],4.47731,3.74899,5.32417,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.9 [5.7-8.3],6.90860,5.70183,8.30043,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,5.8 [4.8-7.1],5.83977,4.84077,7.05322,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.2 [1.8-2.6],2.18890,1.80084,2.62605,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,5.5 [4.2-7.2],5.52825,4.22590,7.15566,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.6 [2.1-3.2],2.62877,2.12996,3.21040,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,1.9 [1.5-2.5],1.92082,1.45366,2.50670,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.6 [3.8-5.5],4.64021,3.84158,5.53727,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.4 [3.7-5.2],4.39461,3.70200,5.22269,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,5.7 [4.5-7.1],5.69406,4.54005,7.13967,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.5 [3.8-5.4],4.54714,3.78125,5.42244,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.6 [5.5-7.8],6.56773,5.47525,7.79993,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,7.1 [5.8-8.5],7.09043,5.83772,8.48147,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.0 [1.6-2.5],1.99265,1.58948,2.48367,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.4 [3.7-5.2],4.35304,3.66654,5.18457,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.3 [5.3-7.4],6.28814,5.31357,7.43394,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.7 [2.2-3.4],2.71548,2.17790,3.35060,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.8 [2.2-3.5],2.78518,2.19777,3.50892,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.4 [5.4-7.6],6.39392,5.35751,7.58262,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.4 [2.0-2.9],2.44895,2.02101,2.93506,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.1 [3.4-5.0],4.11465,3.41860,4.98198,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,3.9 [3.1-4.8],3.89059,3.14498,4.81710,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.3 [1.9-2.8],2.32126,1.90473,2.78709,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.8 [4.0-5.8],4.81109,3.97243,5.77813,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.0 [5.0-7.2],6.00143,5.03023,7.23091,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.2-7.3],6.16874,5.23210,7.33016,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.2 [3.5-5.0],4.17461,3.49175,5.04150,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.6 [2.1-3.2],2.60278,2.12892,3.15509,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.4 [2.0-2.9],2.38366,1.96849,2.85738,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,1.9 [1.5-2.5],1.93422,1.48676,2.48616,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,3.9 [3.1-4.9],3.88869,3.07394,4.90518,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.5 [2.1-3.1],2.54440,2.07188,3.07983,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.3 [3.6-5.2],4.31553,3.61502,5.15933,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.9 [4.0-6.0],4.92953,4.02002,6.00069,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.3 [1.9-2.7],2.26432,1.85070,2.72709,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.2 [5.3-7.3],6.18837,5.25177,7.33173,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.3 [3.6-5.2],4.33157,3.63185,5.17178,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.1 [1.7-2.6],2.11927,1.73626,2.56958,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.0 [3.3-4.9],3.99299,3.28002,4.85964,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.5 [2.0-3.0],2.48614,2.03424,2.98731,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,6.1 [5.1-7.3],6.07110,5.11155,7.32236,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,1.9 [1.5-2.4],1.92940,1.51441,2.44348,,,
