GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4758,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,13,13.00000,,,,,
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4758,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,35,35.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1990,1990,,SEAR,1990,1990,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,70,70.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,57,57.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1992,1992,,SEAR,1992,1992,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,56,56.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1993,1993,,SEAR,1993,1993,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,61,61.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,65,65.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,64,64.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,70,70.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,74,74.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,79,79.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,6,6.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,29,29.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,37,37.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,38,38.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,89,89.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,90,90.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,91,91.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1981,1981,,SEAR,1981,1981,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,4,4.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1994,1994,,SEAR,1994,1994,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,71,71.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1995,1995,,SEAR,1995,1995,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,81,81.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1996,1996,,SEAR,1996,1996,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,79,79.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1997,1997,,SEAR,1997,1997,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,72,72.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,73,73.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,90,90.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,90,90.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,91,91.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,89,89.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1988,1988,,SEAR,1988,1988,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,37,37.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1989,1989,,SEAR,1989,1989,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,55,55.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1990,1990,,SEAR,1990,1990,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,66,66.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,58,58.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,65,65.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,66,66.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,67,67.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,69,69.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1986,1986,,SEAR,1986,1986,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,10,10.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1987,1987,,SEAR,1987,1987,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,24,24.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1988,1988,,SEAR,1988,1988,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,32,32.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1989,1989,,SEAR,1989,1989,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,42,42.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1990,1990,,SEAR,1990,1990,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,56,56.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,60,60.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,64,64.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,68,68.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,69,69.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1999,1999,,SEAR,1999,1999,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,85,85.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1997,1997,,SEAR,1997,1997,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1996,1996,,SEAR,1996,1996,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,82,82.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1983,1983,,SEAR,1983,1983,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,38,38.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1982,1982,,SEAR,1982,1982,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,35,35.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1981,1981,,SEAR,1981,1981,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,26,26.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1980,1980,,SEAR,1980,1980,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,20,20.00000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1.2,1.23000,,,,,
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1.4,1.37000,,,,,
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,32.1,32.14000,,,,,
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,2.4,2.42000,,,,,
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ2,Q2,,26.2,26.18000,,,,,
pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ4,Q4,,61.3,61.30000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ1,Q1 (Poorest),,1.0,1.00000,,,,,
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ1,Q1 (Poorest),,1.0,0.99000,,,,,
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ3,Q3,,1.5,1.50000,,,,,
pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,PRLM,Primary,,,,,,,,,,,40.2,40.21000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,NHLM,None,,,,,,,,,,,1.2,1.22000,,,,,
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,SHLM,Secondary or higher,,,,,,,,,,,2.0,2.02000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_310396,NLIS_310396,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310396,PUBLISHED,Published,,1974-1979,1974-1979,,SEAR,1974,1979,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,75.1,75.10000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_310405,NLIS_310405,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310405,PUBLISHED,Published,,1988-1990,1988-1990,,SEAR,1988,1990,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,66.2,66.20000,,,,,
WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_310405,NLIS_310405,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310405,PUBLISHED,Published,,1988-1990,1988-1990,,SEAR,1988,1990,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,59.5,59.50000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311549,NLIS_311549,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311549,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,55.7,55.70000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312180,NLIS_312180,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312180,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,51.0,51.00000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311923,NLIS_311923,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311923,PUBLISHED,Published,,1996-1997,1996-1997,,SEAR,1996,1997,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,48.5,48.50000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,47.9,47.90000,,,,,
WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312180,NLIS_312180,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312180,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,43.8,43.80000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_310387,NLIS_310387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310387,PUBLISHED,Published,,1991-1992,1991-1992,,SEAR,1991,1992,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,21.0,21.00000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311549,NLIS_311549,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311549,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,3.1,3.10000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2.2,2.20000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1.9,1.90000,,,,,
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,46.4,46.36282,,,,,
