GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,BTSX,Both sexes,,,,,,,,12.6,12.57140,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,BTSX,Both sexes,,,,,,,,69.3,69.31467,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,BTSX,Both sexes,,,,,,,,59.1,59.14177,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,BTSX,Both sexes,,,,,,,,13.1,13.06244,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,BTSX,Both sexes,,,,,,,,70.8,70.78756,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,BTSX,Both sexes,,,,,,,,60.3,60.33404,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,BTSX,Both sexes,,,,,,,,13.2,13.24742,,,,,
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,,,,,,,,,,78,78.00000,,,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,MLE,Male,,,,,,,,0.7 [0.3-0.9],0.69227,0.34225,0.93861,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.20917,0.14910,0.27889,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.25908,0.15886,0.35698,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,MLE,Male,,,,,,,,0.3 [0.2-0.5],0.34000,0.19578,0.46114,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,FMLE,Female,,,,,,,,0.3 [0.2-0.4],0.30183,0.20740,0.40931,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.9],0.63958,0.32013,0.85965,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.29609,0.18439,0.38985,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,BTSX,Both sexes,,,,,,,,0.6 [0.3-0.8],0.61650,0.34730,0.84210,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,MLE,Male,,,,,,,,0.4 [0.2-0.5],0.37912,0.21733,0.49680,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,MLE,Male,,,,,,,,0.3 [0.2-0.5],0.34561,0.19692,0.46216,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,BTSX,Both sexes,,,,,,,,0.6 [0.3-0.8],0.56184,0.31863,0.76325,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,MLE,Male,,,,,,,,0.5 [0.3-0.7],0.52628,0.27242,0.68947,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.2],0.17439,0.11937,0.24420,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.18170,0.12544,0.25032,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.7],0.56482,0.28867,0.74155,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.6],0.45929,0.26241,0.60944,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,FMLE,Female,,,,,,,,0.2 [0.2-0.3],0.23362,0.16553,0.31285,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.8],0.58818,0.30524,0.78343,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.5],0.34982,0.21103,0.45993,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,0.5 [0.4-0.7],0.53442,0.35277,0.73757,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,FMLE,Female,,,,,,,,0.3 [0.2-0.4],0.26413,0.18845,0.35557,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.20617,0.14870,0.27401,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.6],0.47124,0.27172,0.63340,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.30635,0.18660,0.40201,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.8],0.57047,0.29252,0.75980,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,BTSX,Both sexes,,,,,,,,0.4 [0.2-0.6],0.41861,0.24123,0.55508,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,FMLE,Female,,,,,,,,0.3 [0.2-0.4],0.28175,0.19429,0.38200,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,0.5 [0.3-0.7],0.50922,0.26846,0.66524,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.8],0.56773,0.29043,0.75431,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.7],0.52853,0.30386,0.71366,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.8],0.58630,0.29925,0.78704,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,BTSX,Both sexes,,,,,,,,0.6 [0.3-0.8],0.57477,0.32694,0.78144,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,FMLE,Female,,,,,,,,0.4 [0.3-0.5],0.38145,0.26094,0.52190,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,FMLE,Female,,,,,,,,0.4 [0.3-0.6],0.41278,0.27948,0.56251,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,MLE,Male,,,,,,,,0.5 [0.3-0.6],0.45700,0.25301,0.59560,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,MLE,Male,,,,,,,,0.5 [0.3-0.7],0.50333,0.28236,0.65058,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,MLE,Male,,,,,,,,0.3 [0.2-0.4],0.33357,0.19234,0.44961,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,FMLE,Female,,,,,,,,0.5 [0.3-0.7],0.48878,0.32470,0.67315,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,MLE,Male,,,,,,,,0.3 [0.2-0.5],0.33735,0.19535,0.46120,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.6],0.47979,0.27737,0.64568,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.7],0.50391,0.29066,0.68179,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,BTSX,Both sexes,,,,,,,,0.4 [0.2-0.5],0.38857,0.23730,0.50904,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.33334,0.20216,0.43760,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,BTSX,Both sexes,,,,,,,,0.4 [0.2-0.5],0.40010,0.23288,0.52936,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,FMLE,Female,,,,,,,,0.2 [0.2-0.3],0.22745,0.16186,0.30312,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.27157,0.16682,0.36509,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.26195,0.16073,0.35828,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.2],0.17748,0.12279,0.24695,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,FMLE,Female,,,,,,,,0.4 [0.3-0.5],0.36657,0.25142,0.50224,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,MLE,Male,,,,,,,,0.4 [0.2-0.5],0.39603,0.22120,0.51566,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,BTSX,Both sexes,,,,,,,,0.3 [0.2-0.4],0.26065,0.16022,0.35391,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,MLE,Male,,,,,,,,0.6 [0.3-0.8],0.60381,0.30807,0.80804,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,MLE,Male,,,,,,,,0.7 [0.3-0.9],0.65414,0.32900,0.88138,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,FMLE,Female,,,,,,,,0.4 [0.3-0.6],0.44692,0.29929,0.61135,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.7],0.50403,0.29288,0.67744,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.19139,0.13423,0.25998,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,FMLE,Female,,,,,,,,0.5 [0.3-0.7],0.47758,0.31700,0.65878,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,MLE,Male,,,,,,,,0.4 [0.2-0.6],0.43104,0.23934,0.56169,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,FMLE,Female,,,,,,,,0.3 [0.2-0.5],0.34482,0.23393,0.46614,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,FMLE,Female,,,,,,,,0.4 [0.3-0.6],0.41457,0.28133,0.56766,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,FMLE,Female,,,,,,,,14.0 [12.0-16.3],14.02660,11.96050,16.28330,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,MLE,Male,,,,,,,,14.0 [9.6-17.4],14.00480,9.64000,17.44080,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,FMLE,Female,,,,,,,,12.9 [11.1-14.8],12.91270,11.09290,14.75580,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,BTSX,Both sexes,,,,,,,,14.7 [11.2-17.0],14.65930,11.19470,16.97880,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,MLE,Male,,,,,,,,15.5 [10.8-17.9],15.46300,10.82830,17.91000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,FMLE,Female,,,,,,,,11.0 [8.7-13.7],10.97810,8.67000,13.66290,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,BTSX,Both sexes,,,,,,,,16.6 [13.2-19.3],16.59820,13.21160,19.31660,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,BTSX,Both sexes,,,,,,,,15.6 [12.3-18.3],15.62230,12.29230,18.30010,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,BTSX,Both sexes,,,,,,,,12.1 [9.1-14.5],12.05170,9.06000,14.51980,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,MLE,Male,,,,,,,,17.6 [13.0-20.7],17.59660,13.03340,20.73470,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,BTSX,Both sexes,,,,,,,,13.7 [10.5-15.8],13.69520,10.45600,15.80410,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,MLE,Male,,,,,,,,17.2 [12.8-20.2],17.22580,12.84130,20.19320,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,FMLE,Female,,,,,,,,13.5 [11.5-15.7],13.48100,11.48860,15.65970,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,16.3 [11.6-19.0],16.27770,11.60050,19.04600,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,10.8 [9.1-12.7],10.75820,9.06000,12.72240,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,MLE,Male,,,,,,,,13.4 [9.3-16.3],13.42840,9.31000,16.25350,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,16.4 [14.0-19.0],16.44430,14.04670,19.04240,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,MLE,Male,,,,,,,,17.3 [12.4-19.9],17.27160,12.44260,19.91000,,,
