GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,49,49.32272,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,59,58.95129,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,80,79.76013,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,49,49.32272,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,60,59.54969,,,,,
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,80,79.76013,,,,,
AIR_18,Household air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,4674,4673.83000,,,,,
UV_1,UV radiation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2395,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,4514,4514.00000,,,,,
UV_2,UV radiation attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,1961,1960.57000,,,,,
AIR_2_1,Ambient air pollution in urban areas (Annual PM<sub>10</sub> [&#956;g/m<sup>3</sup>]),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1349,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,109,109.00000,,,,,
WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,TOTL,Total,,,,,,,,,,,,,,64,64.00000,,,,,
WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,URB,Urban,,,,,,,,,,,,,,26,26.00000,,,,,
WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,RUR,Rural,,,,,,,,,,,,,,81,81.00000,,,,,
TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4657,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,25,0.25000,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,44 137 785,44137785.00000,,,,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,46,46.05151,,,,,
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,655 338,655338.00000,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,133 618 390,133618390.00000,,,,,
TOTENV_5,Deaths attributable to the environment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4655,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,30,0.30000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,GHE039,Lower respiratory infections,,,,,,,,,,,1 787 871,1787871.12500,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,,,,1 897 456,1897455.75000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,612 883,612882.93750,,,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,349307 [240502–447955],349307.48830,240501.68750,447954.90630,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,33002 [21935–43373],33001.96016,21934.91016,43373.32813,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,138645 [89555–185394],138645.48960,89554.70313,185393.82810,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,258172 [170621–339207],258171.69030,170620.82810,339207.34380,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,142129 [33099–243101],142129.15690,33099.27344,243101.15630,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,561638 [379521–734980],561637.81580,379520.68750,734980.31250,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,10 [7–14],10.47036,6.76307,14.00074,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,26 [18–34],26.37933,18.16243,33.82907,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,82 [58–102],82.00351,58.18277,102.45481,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,23 [13–33],23.16471,13.07900,32.80318,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,110 [78–137],109.50397,77.69477,136.81377,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,33 [19–47],33.37186,18.84205,47.25737,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,29 [19–38],29.23073,19.46178,38.13566,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,13 [9–18],13.18154,8.53250,17.54206,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,10571632 [7298651–13507182],10571632.28000,7298650.50000,13507182.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,6957413 [4776385–8981388],6957412.54700,4776384.50000,8981388.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,8361630 [4596974–11957969],8361630.11700,4596974.00000,11957969.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4192763 [976418–7171403],4192762.54700,976417.50000,7171403.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,2608 [1873–3242],2607.98438,1873.29089,3241.66406,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,100 [63–135],99.54491,63.14516,134.71556,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,302 [201–402],301.59140,200.78644,401.53333,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,331 [218–437],330.95386,217.50504,436.74393,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,57 [39–74],57.17546,39.46355,73.56712,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,32890 [26235–39333],32889.54688,26235.41211,39332.82031,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,28098 [22413–33602],28097.65039,22413.00000,33602.16406,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,26 [21–31],26.01916,20.75502,31.11647,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,20105 [14400–25727],20105.20031,14399.96973,25727.06836,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,37 [32–42],36.60148,31.63923,41.65365,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,18 [14–21],17.97194,14.33590,21.49275,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,88 [78–100],88.33060,78.35648,99.75913,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,82 [73–93],82.09040,72.60316,93.21058,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,151886 [99595–211162],151886.27870,99595.15625,211161.85940,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,22 [15–31],22.13144,14.51207,30.76852,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,9164471 [7310337–10959850],9164471.25400,7310337.00000,10959850.00000,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,11714722 [10195324–13327545],11714721.84000,10195324.00000,13327545.00000,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,1764138 [1513039–2046107],1764138.07000,1513038.62500,2046107.00000,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,586 [507–668],585.52240,507.01022,667.78583,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1163 [1011–1325],1162.74060,1010.65320,1325.42712,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,778 [621–931],778.49554,620.99213,931.00775,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,88 [63–112],87.72714,62.83291,112.25764,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,3474541 [2278332–4830525],3474540.65200,2278332.25000,4830525.00000,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1396 [1213–1591],1395.58484,1213.04126,1590.85010,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,673 [441–936],673.22626,441.44916,935.96149,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,2562 [2270–2895],2561.69385,2270.19409,2894.64893,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,545 [357–757],544.70178,357.17285,757.27869,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,653 [428–908],652.87006,428.10117,907.66101,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1041 [906–1184],1040.91785,905.91095,1184.22607,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,324 [278–375],323.71497,277.63886,375.45557,,,
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,126992,126992.16030,,,,,
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,56336,56336.11510,,,,,
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,70656,70656.04522,,,,,
