GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
RSUD_86,NGOs for drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2580,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_86,NGOs for drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2580,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_74,Budget line for substance use disorder prevention,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2568,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
SA_0000001710,Public-funded alcohol research/monitoring programmes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2364,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,.,,,,,,
SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2319,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,.,,,,,,
SA_0000001706,National treatment policy for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1412,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001708,Designation of alcohol tax revenues to health services,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2363,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001707,Persons with alcohol use disorders receiving treatment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2370,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,.,,,,,,
SA_0000001746,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4402,PUBLISHED,Published,,2025,2025,,SEAR,South-East Asia,,,2025,2025,,,IND,India,,,,,,,,,,,4.9 [4.3-5.5],4.90000,4.30000,5.50000,,,
SA_0000001748,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,2.2 [1.2-3.1],2.20000,1.20000,3.10000,,,
SA_0000001749,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,SEAR,South-East Asia,,,2008,2010,,,IND,India,,MLE,Male,,,,,,,,8.0 [6.5-9.4],8.00000,6.50000,9.40000,,,
SA_0000001758,15-19 years old former drinkers (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/457,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,MLE,Male,,,,,,,,10.0,10.00000,,,,,
MH_3,Stand-alone law for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2956,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,2014,2014,Lower-middle-income,,IND,India,,,,,,,,,,,Yes,,,,,,
SA_0000001696,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2314,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,1997,1997,,,IND,India,,,,,,,,,,,25.0,25.00000,,,,,
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,5,5.00000,,,,,
E21_vending_machines,Complete ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,No,,,,,,
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,,,,,,,2,2.00000,,,,,
EC_indirect_compliance,Compliance with bans on promotion and sponsorship,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1295,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,,,,,,,5,5.00000,,,,,
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,,,,,,,No,,,,,,
M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,,,,,,,,,,Current smokeless tobacco use,,,,,,
M_smkless_def_text_youth,Youth smokeless tobacco use indicator definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,,,,,,,,,,Current smokeless tobacco use,,,,,,
M_def_1_text_adult,Adult indicator 1 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,,,,,,,,,,Current tobacco smoking,,,,,,
M_def_1_text_youth,Youth indicator 1 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,,,,,,,,,,Current tobacco use,,,,,,
Camp_airtime,Process evaluation was employed to assess implementation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2754,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,,,,,,,,,,Yes,,,,,,
R_excise_incr,Tobacco excises increased over the survey period,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2760,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,,,,,,,Yes,,,,,,
M_def_2_prev_adult,Adult indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,BTSX,Both sexes,,,,,,,,10.7,10.70000,,,,,
M_def_2_prev_youth,Youth indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,PUBLISHED,Published,,,,,SEAR,South-East Asia,,,,,,,IND,India,,MLE,Male,,,,,,,,5.8,5.80000,,,,,
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4597,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,,,,,,,0.00,0.00000,,,,,
R_Other_average,Average - taxes as a % of cigarette price - other taxes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4599,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,,,,,,,0.00,0.00000,,,,,
R_VAT_average,Average - taxes as a % of cigarette price - value added tax,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4601,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,,,,,,,16.70,16.70000,,,,,
R_VAT_average,Average - taxes as a % of cigarette price - value added tax,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4601,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4596,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,,,,,,,,,,1.40,1.40000,,,,,
R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4596,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,,,,,,,0.50,0.50000,,,,,
R_total_tax_average,Average - taxes as a % of cigarette price - total tax,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4600,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,,,,,,,33.20,33.20000,,,,,
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4597,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Not applicable,,,,,,Data not required/not applicable
SA_0000001751,"Alcohol, average daily intake in grams among drinkers with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,14.4 [13.5-15.2],14.40000,13.50000,15.20000,,,
SA_0000001719,Advertising restrictions on social media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001733,"Consumer information about calories, additives, etc on containers",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3787,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,No,,,,,,
SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001761,National guidelines for the prevention and reduction of alcohol-related harm in schools,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4447,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,BTSX,Both sexes,,,,,,,,1.6 [0.3-3.0],1.60000,0.30000,3.00000,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,MLE,Male,,,,,,,,3.1 [1.2-5.0],3.10000,1.20000,5.00000,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,3.6 [2.9-4.3],3.60000,2.90000,4.30000,,,
SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,BTSX,Both sexes,,,,,,,,12.8 [11.4-14.2],12.80000,11.40000,14.20000,,,
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,FMLE,Female,,,,,,,,0.7,0.70000,,,,,
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,MLE,Male,,,,,,,,33.3,33.30000,,,,,
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,24.6 [20.3-29.5],24.60000,20.30000,29.50000,,,
SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,BTSX,Both sexes,,,,,,,,50.7 [45.1-56.3],50.70000,45.10000,56.30000,,,
SA_0000001740,Alcohol-attributable Years of Life Lost (YLL) score,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2376,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,4,,,,,,
SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,33.3,,,,,,
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,1.5,,,,,,
MH_7,Nurses working in mental health sector (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2958,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,0.796,0.79584,,,,,
MH_8,Social workers working in mental health sector (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2959,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,0.065,0.06493,,,,,
MH_17,Mental hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2955,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,0.010,0.01039,,,,,
MH_16,Beds in mental hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2965,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,1.426,1.42607,,,,,
W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,,,,,,,,,,No,,,,,,
W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,,,,,,,No,,,,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,MLE,Male,,,,,,,,19.5 [13.8-22.5],19.45980,13.83310,22.47010,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,FMLE,Female,,,,,,,,11.1 [8.7-13.8],11.05340,8.72000,13.78120,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,MLE,Male,,,,,,,,14.3 [9.8-17.6],14.27380,9.81000,17.61950,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,BTSX,Both sexes,,,,,,,,12.9 [9.4-16.1],12.87530,9.36000,16.05460,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,BTSX,Both sexes,,,,,,,,12.6 [9.4-15.2],12.60140,9.40000,15.19560,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,MLE,Male,,,,,,,,14.7 [10.0-18.3],14.69070,10.00710,18.31700,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,MLE,Male,,,,,,,,15.7 [10.7-18.2],15.66240,10.67570,18.19800,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,FMLE,Female,,,,,,,,13.2 [11.2-15.2],13.15880,11.17080,15.20330,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,MLE,Male,,,,,,,,14.8 [10.3-17.5],14.77840,10.30710,17.50680,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IND,India,,BTSX,Both sexes,,,,,,,,15.5 [11.7-18.0],15.50380,11.71950,18.02060,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,FMLE,Female,,,,,,,,12.5 [10.7-14.3],12.50710,10.69560,14.31580,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IND,India,,BTSX,Both sexes,,,,,,,,13.5 [10.1-15.7],13.49310,10.08980,15.72720,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IND,India,,MLE,Male,,,,,,,,14.7 [10.0-18.7],14.68990,10.03930,18.72150,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,MLE,Male,,,,,,,,20.4 [15.0-24.1],20.42830,15.04110,24.05510,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,BTSX,Both sexes,,,,,,,,16.7 [13.0-19.3],16.68610,13.01320,19.29830,,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,MLE,Male,,,,,,,,19.8 [14.6-23.6],19.84730,14.56640,23.59410,,,
RSUD_87,Self-help groups for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2581,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_88,Groups and agencies for the prevention of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2582,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_85,NGOs for alcohol use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2579,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_88,Groups and agencies for the prevention of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2582,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_76,"Prevention activities for substance use disorders, main focus",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2570,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,More on drugs,,,,,,
RSUD_75,Funding method for substance use disorder prevention,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2569,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,State government,,,,,,
RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_77,Programmes for the prevention of substance use disorders for special populations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2571,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_78,Screening and brief interventions for substance use and substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2572,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
RSUD_89,Opioid agonist pharmacotherapy for the treatment of opioid dependence (maintenance),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2718,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Yes,,,,,,
SA_0000001714,Training in screening and brief interventions for alcohol problems,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2374,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,.,,,,,,
